@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0600318,AC,2001728,XAF,2066815,2000664,20260426,GÉRARD SAUVAGE
FT0600319,AC,2002743,USD,1571345,2002615,20260426,MARTIN-ÉTIENNE BERTHELOT
FT0600320,AC,2000564,XAF,1148056,2000300,20260426,ALPHONSE LEDOUX
FT0600321,AC,2001683,USD,189325,2000546,20260426,ISAAC LEGROS
FT0600322,AC,2001957,USD,4920469,2002235,20260426,ALPHONSE LE FABRE
FT0600323,AC,2000738,USD,459478,2002954,20260426,WILLIAM DU CLERC
FT0600324,AC,2000096,XAF,3510135,2000948,20260426,NOËL-MICHEL GOMEZ
FT0600325,AC,2000847,XAF,2105737,2002177,20260426,THIERRY SAUVAGE
FT0600326,AC,2001428,USD,4341725,2001832,20260426,AGNÈS-DOROTHÉE TECHER
FT0600327,AC,2003239,XAF,1859063,2002647,20260426,MARGOT VINCENT
FT0600328,AC,2002593,EUR,3175310,2002126,20260426,HORTENSE FABRE
FT0600329,AC,2000278,XAF,3544989,2000726,20260426,CAMILLE BRIAND
FT0600330,AC,2002278,XAF,4332138,2002702,20260426,DOMINIQUE BENOIT
FT0600331,AC,2001167,USD,2060111,2000449,20260426,HONORÉ BRUN
FT0600332,AC,2001662,USD,730567,2003196,20260426,BERTRAND HUET
FT0600333,AC,2001848,XAF,2478152,2002246,20260426,PHILIPPINE MACE
FT0600334,AC,2001931,XAF,562539,2003134,20260426,MARINE CLÉMENT DE DESCAMPS
FT0600335,AC,2000961,EUR,941372,2002886,20260426,CAROLINE GRONDIN
FT0600336,AC,2000632,XAF,4124141,2002911,20260426,MARIE MARQUES
FT0600337,AC,2001307,USD,4952857,2000561,20260426,ÉTIENNE BOULAY
FT0600338,AC,2002017,XAF,208425,2002945,20260426,CHRISTOPHE PINEAU
FT0600339,AC,2000703,USD,4633136,2002598,20260426,ANTOINETTE-EMMANUELLE GODARD
FT0600340,AC,2000678,USD,91333,2000578,20260426,ROGER NORMAND
FT0600341,AC,2000578,USD,1617362,2002207,20260426,MARTIN BAILLY
FT0600342,AC,2002333,EUR,2704927,2001196,20260426,NOËL LEBON
FT0600343,AC,2002036,EUR,373566,2002910,20260426,JACQUES BOUCHER-BERTRAND
FT0600344,AC,2002526,EUR,1002209,2002761,20260426,ÉLISE SIMON
FT0600345,AC,2001816,USD,1859588,2001757,20260426,ALAIN LEDOUX
FT0600346,AC,2002107,USD,402851,2001266,20260426,ALFRED BAZIN
FT0600347,AC,2000207,EUR,4463652,2001794,20260426,STÉPHANIE ALVES
FT0600348,AC,2002138,XAF,108196,2000555,20260426,AURÉLIE-NATHALIE GILLET
FT0600349,AC,2000899,XAF,1919273,2003201,20260426,OCÉANE-ANASTASIE BUISSON
FT0610000,AC,2003019,XAF,4159811,2002660,20260427,BERNARD LEBLANC
FT0610001,AC,2001247,XAF,3779965,2000833,20260427,NOËL LE RENARD
FT0610002,AC,2001993,EUR,1444100,2001764,20260427,TRISTAN REYNAUD-LOPES
FT0610003,AC,2000130,EUR,1729461,2001714,20260427,ADÈLE LEBRETON
FT0610004,AC,2000457,EUR,449990,2001691,20260427,CHARLES ROBERT-DELORME
FT0610005,AC,2000986,XAF,4622679,2003185,20260427,AGATHE LEMOINE
FT0610006,AC,2001765,XAF,1428509,2000279,20260427,AMÉLIE HENRY
FT0610007,AC,2003022,EUR,758744,2002649,20260427,ZOÉ FOUCHER
FT0610008,AC,2001570,USD,1037280,2002627,20260427,ÉTIENNE BOULAY
FT0610009,AC,2002658,USD,4533995,2003179,20260427,ADRIENNE COUSIN
FT0610010,AC,2001220,USD,3702041,2000141,20260427,DIANE LÉGER
FT0610011,AC,2001105,EUR,1863451,2002841,20260427,ANTOINE LÉVY
FT0610012,AC,2002269,USD,4899019,2002600,20260427,RÉMY DE LA PICHON
FT0610013,AC,2000442,XAF,912303,2002987,20260427,MAGGIE NEVEU
FT0610014,AC,2002374,EUR,2142246,2001627,20260427,JEAN LEBRETON
FT0610015,AC,2000218,USD,3835610,2002640,20260427,JACQUES RODRIGUES
FT0610016,AC,2002527,USD,3364335,2001026,20260427,CONSTANCE-MARCELLE GEORGES
FT0610017,AC,2001292,XAF,3856219,2002124,20260427,ARTHUR JACOB
FT0610018,AC,2000674,USD,567311,2001048,20260427,MICHEL GUILLON
FT0610019,AC,2002522,EUR,1840893,2000350,20260427,AMÉLIE-ANTOINETTE DAVID
FT0610020,AC,2002366,EUR,1625719,2002346,20260427,PATRICK ROBIN
FT0610021,AC,2002880,EUR,3408313,2001481,20260427,BERNARD FISCHER
FT0610022,AC,2003166,USD,3452774,2002600,20260427,STÉPHANE MEUNIER
FT0610023,AC,2000478,USD,873716,2002081,20260427,ALICE MARTINEZ
FT0610024,AC,2001550,XAF,2189357,2003135,20260427,CHANTAL DE LA GUYON
FT0610025,AC,2000109,USD,1450996,2000141,20260427,NICOLE FOUQUET DE LA LOPES
FT0610026,AC,2002234,EUR,1956701,2000241,20260427,ALIX DE LA VERDIER
FT0610027,AC,2002421,USD,3555931,2001937,20260427,BERNADETTE PASCAL
FT0610028,AC,2000384,EUR,4425621,2000689,20260427,NATHALIE FOUCHER-ADAM
FT0610029,AC,2001262,USD,1192064,2002930,20260427,JACQUES BOUCHER-BERTRAND
FT0610030,AC,2002735,XAF,4613533,2001581,20260427,FRANCK RENAULT
FT0610031,AC,2000079,XAF,1427100,2001663,20260427,PÉNÉLOPE DE SOUSA DE LA SALMON
FT0610032,AC,2002696,USD,3629850,2000611,20260427,ALEXANDRE DE BOULAY
FT0610033,AC,2000225,EUR,4612688,2000416,20260427,SUSAN CARON
FT0610034,AC,2001544,XAF,511501,2000588,20260427,MARGARET DE LOMBARD
FT0610035,AC,2000133,XAF,1455392,2001149,20260427,MADELEINE ROY
FT0610036,AC,2001500,XAF,1839687,2000610,20260427,ISAAC LEGROS
FT0610037,AC,2001570,USD,366937,2002745,20260427,ÉTIENNE BOULAY
FT0610038,AC,2001021,EUR,896047,2000961,20260427,VICTOR GUILLOT
FT0610039,AC,2001879,USD,2982725,2002117,20260427,ANASTASIE LAGARDE-MACE
FT0610040,AC,2002128,XAF,3676756,2000055,20260427,ÉLÉONORE PAYET-GILLES
FT0610041,AC,2002900,EUR,2089079,2002690,20260427,MARIANNE GIMENEZ
FT0610042,AC,2000056,EUR,1611177,2002697,20260427,CATHERINE BERGER-LAURENT
FT0610043,AC,2002830,USD,4269517,2000170,20260427,AUGUSTE DE ROYER
FT0610044,AC,2000361,USD,892737,2002263,20260427,ÉDOUARD PIERRE-HAMEL
FT0610045,AC,2001288,USD,4725635,2001572,20260427,LUC BAILLY
FT0610046,AC,2001470,XAF,3761865,2003199,20260427,AMÉLIE GUILLOU
FT0610047,AC,2002220,EUR,2225148,2003053,20260427,LUCIE-NICOLE LÉVY
FT0610048,AC,2002669,USD,3129157,2002081,20260427,ALAIN RÉMY DU RODRIGUEZ
FT0610049,AC,2001318,EUR,329447,2001543,20260427,ASTRID ALEXANDRE
FT0610050,AC,2001318,EUR,4984940,2003116,20260427,ASTRID ALEXANDRE
FT0610051,AC,2002590,EUR,4888642,2002872,20260427,ÉLÉONORE PRUVOST LE VAILLANT
FT0610052,AC,2000770,EUR,1806126,2002976,20260427,DENIS MARIN-RAMOS
FT0610053,AC,2002917,USD,3581542,2001216,20260427,RÉMY LAGARDE
FT0610054,AC,2001391,XAF,4596692,2002824,20260427,CHANTAL LAUNAY
FT0610055,AC,2000550,XAF,668172,2000824,20260427,GENEVIÈVE BOULANGER
FT0610056,AC,2003027,USD,3142209,2000578,20260427,ÉLÉONORE PAYET-GILLES
FT0610057,AC,2001730,EUR,2080464,2001774,20260427,EUGÈNE DE LA LEGENDRE
FT0610058,AC,2000102,EUR,1708390,2002155,20260427,THIERRY-ÉTIENNE BENARD
FT0610059,AC,2001858,XAF,1497675,2002723,20260427,LÉON BLIN
FT0610060,AC,2002281,EUR,4859418,2001627,20260427,LOUISE GERMAIN
FT0610061,AC,2000469,EUR,4295928,2000629,20260427,WILLIAM DEVAUX
FT0610062,AC,2002851,XAF,4324481,2001813,20260427,ALEX LAGARDE
FT0610063,AC,2002253,USD,3952627,2001960,20260427,JULES DE PARIS
FT0610064,AC,2001941,EUR,1635213,2002015,20260427,ADÈLE-CONSTANCE NICOLAS
FT0610065,AC,2002719,USD,3275143,2002479,20260427,BENJAMIN-SÉBASTIEN SAMSON
FT0610066,AC,2000102,EUR,1479752,2001535,20260427,THIERRY-ÉTIENNE BENARD
FT0610067,AC,2001691,EUR,3943726,2000995,20260427,SUZANNE BOYER
FT0610068,AC,2002332,EUR,3375133,2001659,20260427,JEANNE MARCHAL
FT0610069,AC,2000271,EUR,1612372,2002850,20260427,JULIEN DE LA BOULANGER
FT0610070,AC,2003041,EUR,3879512,2001709,20260427,JACQUES ROY
FT0610071,AC,2000471,EUR,4090135,2001522,20260427,JEANNE BERNARD
FT0610072,AC,2000628,EUR,1904409,2003067,20260427,ÉRIC HARDY
FT0610073,AC,2002757,EUR,2283883,2002440,20260427,BENOÎT GONCALVES
FT0610074,AC,2002297,USD,4676700,2000170,20260427,ISAAC POTIER
FT0610075,AC,2001700,USD,4402577,2001026,20260427,PAUL FLEURY
FT0610076,AC,2002081,USD,1333695,2001370,20260427,PHILIPPINE BOUTIN
FT0610077,AC,2001296,XAF,285068,2000772,20260427,INÈS CORDIER
FT0610078,AC,2000712,XAF,3997932,2001107,20260427,ANASTASIE-VIRGINIE POIRIER
FT0610079,AC,2002051,XAF,1034781,2002050,20260427,AGATHE LEMOINE
FT0610080,AC,2000471,EUR,4662805,2000160,20260427,JEANNE BERNARD
FT0610081,AC,2000233,EUR,750173,2000629,20260427,MATHILDE VIDAL
FT0610082,AC,2001467,XAF,56852,2001871,20260427,AGATHE EVRARD-CORDIER
FT0610083,AC,2000921,XAF,1409727,2002213,20260427,AIMÉ GUIBERT
FT0610084,AC,2001716,XAF,3460686,2002612,20260427,ANDRÉ SEGUIN LE CHARTIER
FT0610085,AC,2002416,XAF,3846595,2002282,20260427,MARIE JACQUET
FT0610086,AC,2000361,USD,3734480,2001426,20260427,ÉDOUARD PIERRE-HAMEL
FT0610087,AC,2002192,EUR,2507959,2002373,20260427,VINCENT BRUN
FT0610088,AC,2002688,XAF,2306698,2001027,20260427,ALAIN-TRISTAN GEORGES
FT0610089,AC,2002830,USD,269169,2000767,20260427,AUGUSTE DE ROYER
FT0610090,AC,2002885,USD,3108015,2000417,20260427,ZACHARIE BAUDRY
FT0610091,AC,2000520,XAF,3137246,2000008,20260427,MICHEL LOPEZ
FT0610092,AC,2002871,USD,1704456,2003099,20260427,ANTOINE DE RICHARD
FT0610093,AC,2001900,XAF,3700985,2002948,20260427,XAVIER LECLERC
FT0610094,AC,2001859,USD,4022234,2000816,20260427,MAURICE GUICHARD-LAMY
FT0610095,AC,2001319,XAF,1773258,2001568,20260427,VINCENT PASCAL
FT0610096,AC,2000022,EUR,3240930,2002970,20260427,ALEXANDRIE-ALIX RODRIGUEZ
FT0610097,AC,2002298,USD,4685693,2002627,20260427,JOSEPH MARION
FT0610098,AC,2000578,USD,863026,2001035,20260427,MARTIN BAILLY
FT0610099,AC,2001220,USD,40417,2002759,20260427,DIANE LÉGER
FT0610100,AC,2002419,USD,819186,2002421,20260427,ZACHARIE LEMAÎTRE
FT0610101,AC,2002125,XAF,3377998,2002859,20260427,ADRIEN RODRIGUEZ
FT0610102,AC,2000241,EUR,4594975,2001152,20260427,HENRI BOUCHET
FT0610103,AC,2000469,EUR,961823,2000928,20260427,WILLIAM DEVAUX
FT0610104,AC,2002099,EUR,2131066,2003067,20260427,SABINE DE SOUSA
FT0610105,AC,2001941,EUR,1621915,2001165,20260427,ADÈLE-CONSTANCE NICOLAS
FT0610106,AC,2002527,USD,1542728,2002161,20260427,CONSTANCE-MARCELLE GEORGES
FT0610107,AC,2000132,USD,4603779,2001077,20260427,LAURENCE BRIAND DE LA NICOLAS
FT0610108,AC,2001878,USD,4676456,2000964,20260427,MICHELLE ALLAIN
FT0610109,AC,2002931,USD,3356129,2001662,20260427,PIERRE-THIBAUT GÉRARD
FT0610110,AC,2000033,XAF,4857331,2000837,20260427,YVES MONNIER
FT0610111,AC,2002690,EUR,4710416,2003022,20260427,MARIE JACQUET
FT0610112,AC,2001057,EUR,3235009,2002464,20260427,BENJAMIN-SÉBASTIEN SAMSON
FT0610113,AC,2000875,XAF,1054031,2002655,20260427,ALIX LAMBERT
FT0610114,AC,2002658,USD,1347206,2003071,20260427,ADRIENNE COUSIN
FT0610115,AC,2002036,EUR,2524324,2002623,20260427,JACQUES BOUCHER-BERTRAND
FT0610116,AC,2002101,XAF,4477758,2002983,20260427,ANDRÉ MARTINS
FT0610117,AC,2001452,EUR,63709,2001784,20260427,JÉRÔME HUET
FT0610118,AC,2003064,XAF,3024741,2000721,20260427,LUC REY
FT0610119,AC,2000802,XAF,3294508,2000507,20260427,DENIS BOYER
FT0610120,AC,2001262,USD,802617,2002093,20260427,JACQUES BOUCHER-BERTRAND
FT0610121,AC,2002264,EUR,4260224,2003218,20260427,JÉRÔME BERNARD
FT0610122,AC,2000298,XAF,57425,2001666,20260427,JÉRÔME HUET
FT0610123,AC,2000947,XAF,2432357,2000772,20260427,ALFRED JACQUET
FT0610124,AC,2001739,XAF,3162853,2001032,20260427,MARIE KLEIN
FT0610125,AC,2002127,XAF,1182322,2001788,20260427,CATHERINE CARON
FT0610126,AC,2001452,EUR,1234856,2003197,20260427,JÉRÔME HUET
FT0610127,AC,2001723,EUR,4596274,2000259,20260427,HUGUES PELTIER
FT0610128,AC,2002332,EUR,3807524,2001433,20260427,JEANNE MARCHAL
FT0610129,AC,2000421,XAF,4951227,2000934,20260427,NICOLE RAYNAUD
FT0610130,AC,2001131,EUR,1812871,2001236,20260427,BERNADETTE ROYER
FT0610131,AC,2001187,USD,4409773,2002107,20260427,HUGUES BAUDRY-LEGRAND
FT0610132,AC,2003240,USD,4233627,2000516,20260427,ROLAND HUET
FT0610133,AC,2000207,EUR,3696958,2002455,20260427,STÉPHANIE ALVES
FT0610134,AC,2001523,EUR,778107,2002900,20260427,GUILLAUME DE AUGER
FT0610135,AC,2002714,USD,4183407,2002669,20260427,ISABELLE COLAS LE GONZALEZ
FT0610136,AC,2003218,EUR,3551768,2002276,20260427,JACQUES RODRIGUES
FT0610137,AC,2001508,EUR,56025,2002740,20260427,VICTOR DUVAL
FT0610138,AC,2002209,XAF,2822947,2002561,20260427,MICHEL FLEURY-CHARTIER
FT0610139,AC,2002576,XAF,1655614,2001660,20260427,NATHALIE DU LEMONNIER
FT0610140,AC,2001816,USD,154477,2002081,20260427,ALAIN LEDOUX
FT0610141,AC,2001935,XAF,2395222,2002555,20260427,MAGGIE NEVEU
FT0610142,AC,2000868,XAF,4885560,2003134,20260427,ISAAC LECLERC
FT0610143,AC,2000492,XAF,2215423,2002212,20260427,THÉODORE LEJEUNE
FT0610144,AC,2000179,EUR,2634107,2002033,20260427,JULIE BÈGUE DE LA PRÉVOST
FT0610145,AC,2002844,XAF,1827289,2000853,20260427,CAROLINE ALLAIN
FT0610146,AC,2000746,EUR,3275826,2000416,20260427,SUSAN DEVAUX
FT0610147,AC,2003244,USD,3996367,2001047,20260427,AMÉLIE-ANTOINETTE DAVID
FT0610148,AC,2002171,XAF,4415660,2001956,20260427,ANNE RAMOS-SCHNEIDER
FT0610149,AC,2002191,XAF,4553778,2000993,20260427,CLÉMENCE-HÉLÈNE DELORME
FT0610150,AC,2000727,EUR,2638102,2002486,20260427,MARCEL LECOMTE-SANCHEZ
FT0610151,AC,2002919,USD,4353838,2002658,20260427,PAUL MOREAU LE PIRES
FT0610152,AC,2000068,USD,4711900,2000674,20260427,THIBAUT-MARCEL MAHE
FT0610153,AC,2001262,USD,4471256,2001280,20260427,JACQUES BOUCHER-BERTRAND
FT0610154,AC,2002158,XAF,2257598,2000043,20260427,ÉDOUARD BOYER
FT0610155,AC,2002422,XAF,961926,2001818,20260427,CÉCILE PINTO
FT0610156,AC,2002472,USD,231356,2002297,20260427,VALENTINE ALLAIN
FT0610157,AC,2002701,EUR,1352408,2003174,20260427,ALICE MARTINEZ
FT0610158,AC,2002015,EUR,3441125,2002663,20260427,MICHÈLE COSTA-LAMBERT
FT0610159,AC,2001609,XAF,940508,2001133,20260427,BENOÎT-EUGÈNE LECOMTE
FT0610160,AC,2003053,EUR,1399075,2001452,20260427,BERNARD GIRAUD
FT0610161,AC,2002801,XAF,4671591,2002255,20260427,CHRISTOPHE HOAREAU
FT0610162,AC,2002649,EUR,3209406,2000842,20260427,PIERRE LEGENDRE
FT0610163,AC,2003031,USD,1108414,2002093,20260427,JEANNINE PASCAL
FT0610164,AC,2002348,XAF,2481938,2002266,20260427,ANOUK TEIXEIRA DU JOSEPH
FT0610165,AC,2001713,XAF,2696170,2001110,20260427,ROBERT LECOMTE
FT0610166,AC,2002825,EUR,4504646,2000862,20260427,ÉMILE-ADRIEN PINTO
FT0610167,AC,2002148,USD,1379275,2002600,20260427,PHILIPPINE BOUTIN
FT0610168,AC,2002934,USD,1709107,2000765,20260427,AIMÉ DEVAUX-COLLET
FT0610169,AC,2000068,USD,4777925,2002298,20260427,THIBAUT-MARCEL MAHE
FT0610170,AC,2002453,USD,489863,2000900,20260427,DENIS BOYER
FT0610171,AC,2002132,XAF,3872812,2002564,20260427,ASTRID RIOU
FT0610172,AC,2002398,XAF,4094865,2003057,20260427,MARTIN PEREIRA
FT0610173,AC,2002219,EUR,469215,2002457,20260427,CATHERINE BERGER-LAURENT
FT0610174,AC,2001509,USD,2435327,2002109,20260427,LUC DU LAGARDE
FT0610175,AC,2001896,USD,4013884,2001166,20260427,DANIELLE MARTINS DU MAILLOT
FT0610176,AC,2000448,XAF,1054148,2002984,20260427,ANDRÉ MARTINS
FT0610177,AC,2000918,EUR,849025,2002237,20260427,ROBERT LECOMTE
FT0610178,AC,2002464,EUR,479463,2001694,20260427,FRANCK LE FABRE
FT0610179,AC,2002894,XAF,1359579,2001440,20260427,JOSÉPHINE LAMY
FT0610180,AC,2001597,XAF,3405232,2001808,20260427,ISAAC MUNOZ
FT0610181,AC,2001477,USD,4593556,2002627,20260427,CÉCILE VERDIER-SCHMITT
FT0610182,AC,2000381,XAF,1623419,2002292,20260427,JEANNINE PASCAL
FT0610183,AC,2001967,XAF,4010364,2001142,20260427,THÉODORE LEJEUNE
FT0610184,AC,2001901,USD,3195034,2001852,20260427,FRANÇOIS GUICHARD
FT0610185,AC,2001262,USD,4710175,2000132,20260427,JACQUES BOUCHER-BERTRAND
FT0610186,AC,2000995,EUR,366649,2002281,20260427,ARTHUR VALENTIN
FT0610187,AC,2001173,EUR,4983519,2000383,20260427,ÉRIC COSTA
FT0610188,AC,2002377,XAF,2891037,2001398,20260427,BERTRAND-GILBERT LAGARDE
FT0610189,AC,2000130,EUR,180793,2002799,20260427,ADÈLE LEBRETON
FT0610190,AC,2000172,EUR,4747135,2003235,20260427,OLIVIER DELMAS
FT0610191,AC,2003078,EUR,4945499,2000637,20260427,AMÉLIE HENRY
FT0610192,AC,2000417,USD,1360173,2002430,20260427,CÉLINE THIBAULT
FT0610193,AC,2001266,USD,3772744,2001683,20260427,ÉDITH FONTAINE-VALLET
FT0610194,AC,2000103,XAF,109565,2003037,20260427,DENIS MARIN-RAMOS
FT0610195,AC,2001625,EUR,1968521,2000110,20260427,CAPUCINE TECHER
FT0610196,AC,2001339,USD,2644523,2002509,20260427,CHRISTIANE MAILLOT
FT0610197,AC,2001842,XAF,2990198,2001350,20260427,CÉLINE DIALLO DU BOURDON
FT0610198,AC,2001657,XAF,2384638,2000468,20260427,AMÉLIE-ANTOINETTE DAVID
FT0610199,AC,2000304,USD,4004512,2002476,20260427,AURÉLIE-MARGOT BOUCHER
FT0610200,AC,2002387,USD,2953947,2001747,20260427,SÉBASTIEN DE SOUSA
FT0610201,AC,2002616,USD,380506,2001428,20260427,MARTHE GAUDIN
FT0610202,AC,2000375,EUR,3236442,2002099,20260427,AUGUSTE BENOIT
FT0610203,AC,2000814,XAF,2099960,2002902,20260427,ANTOINE DE LETELLIER
FT0610204,AC,2002773,XAF,815459,2000881,20260427,CATHERINE DU LEROY
FT0610205,AC,2002250,USD,2927734,2002658,20260427,ANTOINE GRONDIN DU DUMONT
FT0610206,AC,2000802,XAF,1954881,2000270,20260427,DENIS BOYER
FT0610207,AC,2002106,EUR,4561966,2000207,20260427,MANON MORVAN
FT0610208,AC,2001678,USD,3150282,2001280,20260427,ALFRED JACQUET
FT0610209,AC,2003235,EUR,2948876,2000864,20260427,MARGOT VINCENT
FT0610210,AC,2001257,USD,4599421,2001060,20260427,HUGUES MARTEL
FT0610211,AC,2002102,USD,350080,2000816,20260427,MARGARET LACROIX
FT0610212,AC,2000650,USD,658468,2000282,20260427,BENJAMIN TRAORE DU GARCIA
FT0610213,AC,2000329,USD,2643486,2002961,20260427,INÈS DELATTRE
FT0610214,AC,2000170,USD,3766842,2003148,20260427,CLÉMENCE LÉVÊQUE
FT0610215,AC,2002346,EUR,4376468,2001487,20260427,ADRIEN RODRIGUEZ
FT0610216,AC,2001895,XAF,3133626,2002467,20260427,DIANE LE ROUX-SALMON
FT0610217,AC,2001942,USD,1739345,2001288,20260427,MARCELLE-THÉRÈSE GAUTIER
FT0610218,AC,2001487,EUR,3512813,2003197,20260427,SOPHIE GONCALVES-DIALLO
FT0610219,AC,2000371,XAF,1104964,2000444,20260427,ADRIENNE LEFEBVRE
FT0610220,AC,2000070,XAF,4765699,2002060,20260427,ODETTE CARLIER
FT0610221,AC,2002405,EUR,4295392,2001260,20260427,JEAN LEBRETON
FT0610222,AC,2002373,EUR,1354914,2002538,20260427,MATHILDE VIDAL
FT0610223,AC,2002479,USD,659293,2000290,20260427,LOUIS MORIN
FT0610224,AC,2001165,EUR,1087640,2002880,20260427,STÉPHANE DUMONT LE SCHMITT
FT0610225,AC,2000116,XAF,4644864,2002785,20260427,ISABELLE LÉGER
FT0610226,AC,2000470,EUR,734072,2002872,20260427,FRANCK DUHAMEL
FT0610227,AC,2000585,USD,2698066,2002064,20260427,OLIVIER DE AUBERT
FT0610228,AC,2000817,EUR,3046910,2001433,20260427,FRANÇOIS TECHER DE LA VALLÉE
FT0610229,AC,2001227,EUR,4042932,2002498,20260427,ROBERT LECOMTE
FT0610230,AC,2001153,XAF,4179595,2001215,20260427,ZOÉ RUIZ
FT0610231,AC,2002620,USD,407069,2002624,20260427,CLAUDE GAUTIER
FT0610232,AC,2003238,USD,822090,2002743,20260427,DAVID LEGRAND
FT0610233,AC,2002880,EUR,1689927,2003022,20260427,BERNARD FISCHER
FT0610234,AC,2002547,EUR,2504613,2003041,20260427,AIMÉE LAURENT
FT0610235,AC,2002494,XAF,4719494,2001965,20260427,EUGÈNE BESNARD
FT0610236,AC,2001072,EUR,1314857,2001723,20260427,ALIX DE COHEN
FT0610237,AC,2002075,USD,1996918,2001705,20260427,SUZANNE ARNAUD
FT0610238,AC,2001630,XAF,2058146,2002141,20260427,ROBERT LE POULAIN
FT0610239,AC,2002931,USD,320070,2002093,20260427,PIERRE-THIBAUT GÉRARD
FT0610240,AC,2002719,USD,2060243,2001757,20260427,BENJAMIN-SÉBASTIEN SAMSON
FT0610241,AC,2003050,EUR,2708911,2002623,20260427,BERNARD FISCHER
FT0610242,AC,2002840,USD,3666781,2000866,20260427,COLETTE NOËL
FT0610243,AC,2001014,XAF,1077200,2001759,20260427,MICHEL LOPEZ
FT0610244,AC,2002425,XAF,2809585,2002329,20260427,MAURICE GRÉGOIRE
FT0610245,AC,2002838,EUR,2592354,2000673,20260427,PATRICK ROBIN
FT0610246,AC,2003151,USD,359614,2000968,20260427,SUSANNE MEUNIER
FT0610247,AC,2000219,USD,3002065,2001434,20260427,MAURICE DE SOUSA
FT0610248,AC,2003174,EUR,2763106,2001691,20260427,JEAN-ROGER LÉGER
FT0610249,AC,2000877,XAF,3414391,2001013,20260427,CLAUDE GAUTIER
FT0610250,AC,2003095,USD,2001771,2000095,20260427,STÉPHANIE-CLAUDE COULON
FT0610251,AC,2000510,EUR,673238,2000110,20260427,SIMONE GUILLAUME
FT0610252,AC,2001756,XAF,2633818,2000126,20260427,SÉBASTIEN LUCAS
FT0610253,AC,2000994,XAF,1099840,2002467,20260427,LUC MULLER
FT0610254,AC,2002277,EUR,3393318,2002825,20260427,DANIELLE HENRY DE LA LEDOUX
FT0610255,AC,2001855,EUR,1718355,2000056,20260427,GÉRARD MORENO
FT0610256,AC,2000981,XAF,782334,2001681,20260427,GEORGES FLEURY
FT0610257,AC,2000968,USD,2091084,2002476,20260427,BERNARD TEXIER
FT0610258,AC,2000751,XAF,27829,2002722,20260427,INÈS RAYMOND
FT0610259,AC,2000155,XAF,2843958,2000664,20260427,YVES BODIN DE DE SOUSA
FT0610260,AC,2000271,EUR,3868824,2000390,20260427,JULIEN DE LA BOULANGER
FT0610261,AC,2001955,XAF,4003978,2003074,20260427,BERTRAND HUET
FT0610262,AC,2000770,EUR,4034694,2002195,20260427,DENIS MARIN-RAMOS
FT0610263,AC,2000170,USD,1226714,2002117,20260427,CLÉMENCE LÉVÊQUE
FT0610264,AC,2000131,XAF,3447720,2001113,20260427,MARGARET GRENIER
FT0610265,AC,2001523,EUR,388917,2002182,20260427,GUILLAUME DE AUGER
FT0610266,AC,2001303,XAF,1091876,2001890,20260427,PATRICIA GRÉGOIRE
FT0610267,AC,2000051,USD,4955028,2001167,20260427,MARTIN PEREIRA
FT0610268,AC,2001709,EUR,4351265,2002176,20260427,EMMANUELLE BLIN
FT0610269,AC,2000030,XAF,3325593,2001058,20260427,NICOLE RAYNAUD
FT0610270,AC,2001638,USD,870681,2001370,20260427,SÉBASTIEN DE SOUSA
FT0610271,AC,2000457,EUR,668446,2000995,20260427,CHARLES ROBERT-DELORME
FT0610272,AC,2002970,EUR,1289040,2001641,20260427,CHRISTINE HERNANDEZ
FT0610273,AC,2002055,EUR,4173927,2002370,20260427,VICTOR DUVAL
FT0610274,AC,2001888,EUR,1495315,2001131,20260427,JACQUES CARRE-POTTIER
FT0610275,AC,2001709,EUR,203965,2000207,20260427,EMMANUELLE BLIN
FT0610276,AC,2000142,EUR,332567,2002498,20260427,ÉTIENNE MARIN
FT0610277,AC,2002767,XAF,4235857,2000021,20260427,CHANTAL DE LA GUYON
FT0610278,AC,2001400,EUR,2239143,2002526,20260427,CONSTANCE PIERRE-POTTIER
FT0610279,AC,2000102,EUR,1377490,2000404,20260427,THIERRY-ÉTIENNE BENARD
FT0610280,AC,2000414,EUR,3623200,2000787,20260427,LUC-MARC CHAUVET
FT0610281,AC,2001700,USD,4005485,2002356,20260427,PAUL FLEURY
FT0610282,AC,2003041,EUR,3564366,2001043,20260427,JACQUES ROY
FT0610283,AC,2000141,USD,3737229,2001339,20260427,OLIVIER DE LA RIVIÈRE
FT0610284,AC,2000260,USD,3261140,2000656,20260427,JULES GRONDIN-GUILBERT
FT0610285,AC,2002340,EUR,50845,2001804,20260427,ALFRED DE LA MARCHAND
FT0610286,AC,2000918,EUR,4824187,2002522,20260427,ROBERT LECOMTE
FT0610287,AC,2003114,XAF,2032493,2001991,20260427,ÉMILE DIALLO
FT0610288,AC,2000929,USD,1903787,2002934,20260427,LUC FERRAND
FT0610289,AC,2002068,USD,4483239,2001237,20260427,TRISTAN-HENRI BERNARD
FT0610290,AC,2001124,XAF,526144,2002130,20260427,ÉLÉONORE PRUVOST LE VAILLANT
FT0610291,AC,2001945,EUR,955507,2001045,20260427,CHARLES TRAORE
FT0610292,AC,2001368,XAF,2149961,2002943,20260427,CAROLINE ALLAIN
